bookId,authorId
1585765,110620
1627212,99953
1598407,570579
1598407,239434
1630887,171555
1647641,402411
1647641,172472
1647641,652754
1647641,622849
591499,199376
736576,392478
334329,192966
591516,347400
1598428,540220
