bookId,title,publicationYear,description,language,reviews,publisherId
1556513,Далёкая радуга,1963,,English,"[{'reviewiId': 4677482, 'score': 4.0, 'comment': None, 'date': '2019-10-02', 'userId': 20644}]",4789
1141299,Organizing from the Right Side of the Brain: A Creative Approach to Getting Organized,2004,,English,[],
261709,Joseph McCarthy,,"A biography of the Wisconsin Senator whose questionable methods as a ""Communist witch-hunter"" brought him fame in the decade after World War II and led to his eventual censure by the United States Senate.",English,[],
668317,Run Rabbit Run,2011,"When Lizzie's dad refuses to fight in the Second World War, the police come looking to arrest him. Desperate to stay together, Lizzie and her brother Freddie go on the run with him, hiding from the police in idyllic Whiteway. But when their past catches up with them, they're forced to leave and it becomes more and more difficult to stay together as a family. Will they be able to? And will they ever find a place, like Whiteway, where they will be safe again?",English,[],
1590460,The Broken Harp: Identity and Language in Modern Ireland,2014,,English,[],2257
1464536,Ursul păcălit de vulpe,1880,,English,[],40953
1633201,Hell for Breakfast,2021,"Johnstone Country. Be Quick or Be Dead. In a twist of fate, Slash and Pecos are riding hard for the law, dispensing justice as they see fit, and determined to watch their final sunset as heroes . . . not outlaws. His wicked ways mostly behind him, reformed bank robber Jimmy “Slash” Braddock is getting hitched to his sweetheart. But before the honeymoon, Chief U.S. Marshal Luther T. “Bleed-’Em-So” Bledsoe needs Slash and his former partner-in-crime, Melvin “Pecos Kid” Baker, to don a couple of deputy marshal badges and saddle up for a trip to Nebraska. Seems the town of Harveyville has fallen prey to a trio of murderous badmen blasting away up and down Main Street, and the local law needs some assistance from men who know how to handle a gun. But Slash and Pecos killed the wrong man. Worse, the town marshal tells them that the outlaws rode on and he doesn’t need their help after all. But now Slash and Pecos are wanted men. Tom Gyllenwater’s son is dead. He won’t rest until Slash and Pecos are permanently relocated to Boot Hill. And as the duo are targeted by every gun-crazy desperado in the territory, Slash and Pecos discover they’ll find no help from anyone in Harveyville, a town of ruthless and corrupt folks willing to kill to protect their secrets . . . Live Free. Read Hard.",English,[],4856
1141733,Stay Gold Ponyboy: A Lined Notebook: inspirational Motivational Johnny Quotes Stay Gold Ponyboy Stay Gold,,,English,[],
1141721,Curse of the Gypsy,,,English,[],
1141715,Blue is for Nightmares Collections,,,English,[],
1141745,The Colony,2014,,English,[],
1141746,Vandal Eyes,2014,,English,[],
1360331,The Lives of Christopher Chant,,,English,[],
376656,The Children of Jocasta,2017,"Thebes is a city in mourning, still reeling from a devastating attack of plague that invaded every home and left the survivors devastated and fearful. This is the Thebes that Jocasta has known her entire life, a city ruled by a king--her husband-to-be. Jocasta struggles through this miserable marriage until she is unexpectedly widowed--now free to choose her next husband, she selects the handsome, youthful Oedipus. When whispers emerge of an unbearable scandal, the very society that once lent Jocasta its support seems determined to destroy her. Ismene is a girl in mourning, longing for the golden days of her youth--days spent lolling in the courtyard garden, reading and reveling in her parents' happiness and love. Now she is an orphan, and the target of a murder plot, attacked within the very walls of the palace. As the deadly political competition swirls around her, she must uncover the root of the plot - and reveal the truth of the curse that has consumed her family. The novel is based on Oedipus Tyrannus and Antigone , two of Classical Greece's most compelling tragedies. Told in intersecting narratives, this feminist reimagining of Sophocles' classic plays brings life and voice to the women who were too often forced to the background of their own stories. It is compulsively entertaining fiction that recasts these familiar stories for the twenty-first century reader.",English,"[{'reviewiId': 1312495, 'score': 4.0, 'comment': None, 'date': '2021-06-07', 'userId': 5622}, {'reviewiId': 1687081, 'score': 3.0, 'comment': None, 'date': '2021-09-05', 'userId': 7115}, {'reviewiId': 2525154, 'score': 4.0, 'comment': None, 'date': '2022-03-05', 'userId': 10413}, {'reviewiId': 3422258, 'score': 3.0, 'comment': None, 'date': '2019-11-16', 'userId': 13582}, {'reviewiId': 2785842, 'score': 5.0, 'comment': None, 'date': '2024-06-28', 'userId': 11313}, {'reviewiId': 5099063, 'score': 5.0, 'comment': None, 'date': '2021-06-30', 'userId': 22632}, {'reviewiId': 5263539, 'score': 4.0, 'comment': None, 'date': '2021-10-21', 'userId': 23370}, {'reviewiId': 5295107, 'score': 4.0, 'comment': None, 'date': '2019-12-04', 'userId': 23600}, {'reviewiId': 5771464, 'score': 3.0, 'comment': None, 'date': '2023-11-18', 'userId': 26113}]",
1574560,Varias Historias,1896,,English,"[{'reviewiId': 4833430, 'score': 5.0, 'comment': None, 'date': '2020-04-09', 'userId': 21412}]",189406
1520081,A Girl to Die For,2017,,English,"[{'reviewiId': 4401257, 'score': 4.0, 'comment': '<p><br /><br /><br /><br />The cover on this one is pretty damn awesome. A good representation of the story. Excellent composition and title work. It’s an almost perfect cover, but we all know by now how annoyed I get when the author’s name is bigger than the actual title of the book. So it loses a star for that! <br /><br /><br /><br />This book was entirely different than what you usually expect from this author and I quite enjoyed it. Don’t go into this expecting romance or a happily ever after. This story is a dark thriller about an internet date that goes very wrong. I thought it was well written and well paced and the characters interesting. It even had a nice little twist at the end. I’m glad the author decided to let this one out of her head and give it a voice.<br /><br /><br /><br /></p>', 'date': '2017-07-28', 'userId': 19164}]",
231200,Early Madison Parish Louisiana Marriage Index Vol 2 1866-1900,,"The Hunting For Bears marriage data collection as of about 1980, covering 16 states, was bundled with Family Tree Maker(c) and sold in the tens of thousands and was crucial in making FTM(c) the most popular genealogical software in the world.

The same collection was included in Ancestry's(c) initial data searches, playing a significant role in its rise to the world's premier on line genealogy data search engine. 

That was the 1980 collection, the 2010 collection dwarfs it in comparison. This book is part of that 2010 collection. It is maintained in a data base structure to provide the highest information density. Each marriage is contained in one line. Each party in the union is included in the alphabetical listing. Using the records in a database format and listing both participants in the alphabetical sort was so unique in 1960 that the U.S. Government has granted Hunting For Bears a (c)copyright on the presentation in both electronic and print format.

When available, record location information such as county book and page number may be included as well as age, birth or death dates, race, gender and information about prior marriages. 

Several things we are considering in the immediate future are; e_books to buy, loan or free downloads, books available through instant publication, and books on line.

Oh, the name and logo, Russell, as Nick was called in his youth, loved puns. The newspaper genealogy column that he began writing in 1951, Hunting Your Forebears, quickly became Hunting For Bears and the bear and hunter logo was created.",English,[],
1434187,The Power of Creative Destruction: Economic Upheaval and the Wealth of Nations,,,English,[],
1520087,Trixsters Anonymous,,,English,[],
1141762,Cuộc Nổi Loạn Ngoạn Mục,1906,,English,"[{'reviewiId': 1704681, 'score': 3.0, 'comment': None, 'date': '2021-11-20', 'userId': 7180}]",
1141757,The Origin,2012,,English,"[{'reviewiId': 1703129, 'score': 5.0, 'comment': None, 'date': '2012-10-02', 'userId': 7177}]",
1105580,Boleyn Boy: My Autobiography,,,English,"[{'reviewiId': 1462549, 'score': 4.0, 'comment': None, 'date': '2023-01-02', 'userId': 6187}]",
1434330,Gallery of Myth,,,English,"[{'reviewiId': 3832506, 'score': 5.0, 'comment': '<p>This book moves fast because it’s structured like a series of blog posts, and it goes back and forth between “real life” and a fantasy adventure. I enjoyed the way the two interplayed!</p>', 'date': '2022-02-16', 'userId': 15655}]",
1494229,"Blind Spot: America and the Palestinians, from Balfour to Trump",2019,"A critical examination of the history of US-Palestinian relations The United States has invested billions of dollars and countless diplomatic hours in the pursuit of Israeli-Palestinian peace and a two-state solution. Yet American attempts to broker an end to the conflict have repeatedly come up short. At the center of these failures lay two critical factors: Israeli power and Palestinian politics. While both Israelis and Palestinians undoubtedly share much of the blame, one also cannot escape the role of the United States, as the sole mediator in the process, in these repeated failures. American peacemaking efforts ultimately ran aground as a result of Washington's unwillingness to confront Israel's ever-deepening occupation or to come to grips with the realities of internal Palestinian politics. In particular, the book looks at the interplay between the U.S.-led peace process and internal Palestinian politics--namely, how a badly flawed peace process helped to weaken Palestinian leaders and institutions and how an increasingly dysfunctional Palestinian leadership, in turn, hindered prospects for a diplomatic resolution. Thus, while the peace process was not necessarily doomed to fail, Washington's management of the process, with its built-in blind spot to Israeli power and Palestinian politics, made failure far more likely than a negotiated breakthrough. Shaped by the pressures of American domestic politics and the special relationship with Israel, Washington's distinctive ""blind spot"" to Israeli power and Palestinian politics has deep historical roots, dating back to the 1917 Balfour Declaration and the British Mandate. The size of the blind spot has varied over the years and from one administration to another, but it is always present.",English,[],925
1556503,Непостоянные величины,2018,"Дачники, знакомые с разумным подходом известного автора и садовода с 50-летним стажем Галины Кизимы, экономят собственные средства и силы, получая при этом урожай иногда даже раньше и больше, чем те, кто с этими методами еще не знаком. Эта книга – главный инструмент любого огородника, мечтающего об урожае без битвы за него. Сто главных советов от автора помогут освоить приемы выращивания любой овощной и зеленной культуры от посева на рассаду, ухода, подкормки, полива до его своевременного сбора.",English,"[{'reviewiId': 4677483, 'score': 1.0, 'comment': None, 'date': '2020-09-17', 'userId': 20644}]",2312
428505,The Startup Wife,,,English,[],
1684903,Building Harlequin's Moon,,,English,[],
1461826,Der Prager Golem: Jüdische Sagen aus dem Ghetto,2017,,English,"[{'reviewiId': 4049797, 'score': 4.0, 'comment': None, 'date': '2024-08-27', 'userId': 16855}]",
169612,A Taste Of The Untamed,2012,"The wild and unpredictable polo champion is restoring his sprawling Argentinean vineyard and he needs a sommelier who can match his exacting tastes... Without her sight, Grace's other senses have been heightened. In spite of her inexperience, it's made her perfect for the job and it's not just the wine that has her mouth watering! Nacho is expecting meek and vulnerable, but what he finds in Grace is fiery independence...and a sensuality that excites his jaded palate!",English,[],
1494233,The Opposite Of Fate,2020,"Who gets to choose? When a young woman emerges from a lengthy coma-like state she must face the decisions that were made about her body--without her consent--in this powerful novel of reclamation and hope. Twenty-one-year-old Mallie Williams--scrappy, headstrong, and wise beyond her years--has just landed on her feet following a tumultuous youth when the unthinkable happens: she is violently assaulted. The crime leaves her comatose, surrounded by friends and family who are hoping against hopes for a full recovery. But soon Mallie's small community finds themselves divided. The rape has left Mallie pregnant, and while some friends are convinced that she would never keep the pregnancy, others are sure that a baby would be the only good thing to come out of all of this pain. Who gets to decide? How much power, in the end, do we have over our own bodies? Mallie, her family, and her town find themselves at the center of a media storm, confronting questions nobody should have to face. And when Mallieemerges from the fog, what will she think of the choices that were made on her behalf? The Opposite of Fate is an intense and moving exploration of the decisions we make--and don't make--that forever change the course of our lives.",English,[],635
1494236,Cold Plague,2008,"As people line up for a taste of therapeutic water from a spring found miles beneath the Antarctic ice, cases of mad cow disease break out across France, and Dr. Noah Haldane uncovers a conspiracy in which the ancient lake from Antarctica could hold the key.",English,"[{'reviewiId': 4276140, 'score': 4.0, 'comment': None, 'date': '2017-12-07', 'userId': 18305}]",525
1141787,Neuroscience of Personality: Brain Savvy Insights for All Types of People,2011,,English,[],
1494234,BETAKEN,,,English,[],
1464540,Psihopatul din viața mea: confesiunile unui psiholog despre o relație de dragoste dăunătoare,2021,,English,[],155183
1286475,Love Comes Along: Her Mothers Keeper / Local Hero,1988,,English,[],
1141791,Evaluation in Translation: Critical points of translator decision-making,2012,,English,[],
1464538,Fata babei şi fata moşneagului,1877,,English,[],73035
1520085,Pipe Dreams: Spanked by her dirty plumber.,,,English,"[{'reviewiId': 4401256, 'score': 4.0, 'comment': '<p><br /><br /> <br /><br />This is a pretty cover. Not really a great representation of the story (where is the plumber stuff?!) but still it is pretty to look at and has good composition and title work.<br /><br /> <br /><br />I enjoyed this one a lot. It was a pretty well-rounded book for being on the shorter side page wise. It was well written and nicely paced. It was very insta-everything. It had no OW/OM drama. No angst. Some hot sex scenes ( a couple of daddies, spanking, etc. ). A couple of interesting side characters. A very sexy and very alpha hero who was all in from the start and a very likable and sweet heroine. All wrapped up in a nice little epilogue.<br /><br />Not much more to say really. Two thumbs up from yours truly.<br /><br /><br /><br /></p>', 'date': '2017-07-08', 'userId': 19164}]",
156124,Fighting Words,,"Envious of each other's individual traits and circumstances, two friends meet for a ""fight""--a shouting match of interesting words such as lummox, kinkajou, and balderdash.",English,[],
1386010,The Immortal Mind: Science and the Continuity of Consciousness beyond the Brain,2014,"""Scientific evidence for the continual presence of consciousness with or without connection to a living organism""--",English,[],8405
1609790,Un agente dall'aldilà,1973,,English,[],1179
1520078,Smart Baztard,2017,,English,[],
1141796,A History of American Literature,2003,,English,[],
1141797,Khi Loài Vật Lên Ngôi,1936,,English,[],
1642351,Cinderella Girl,,,English,[],
1382929,Paris: An Inspiring Tour of the City's Creative Heart,2011,"Take a stroll through the real Paris with this beautifully photographd and gorgeously packaged book. Organized by arrondissement, Paris takes readers through the city's most charming streets, revealing best-kept secrets and little gems at every turn: ateliers overflowing with notions, cafés with their neat rows of macarons, markets abundant with fresh flowers, shaded parks, and creative hotspots. Packed with vibrant color photographs that capture the spirit of Paris and packaged as a hefty flexi-bound paperback with a ribbon page marker, the book is a beautiful object in its own right. The accessible writing invites readers to dip in and out and provides history and context for each spot on the journey. Visually rich and totally inspiring, Paris is a treasure for lovers of art, style, design, food, and, of course, Paris!",English,"[{'reviewiId': 3404214, 'score': 4.0, 'comment': '<p>I can ask one simple question and your answer will tell me if you will like this book.<br /><br />Here goes:  Do you like Paris?<br /><br />If you answer yes, you will like it.<br />If you answer no, you will not.<br /><br />As for me, I’ve been reading on it for over a month. I didn’t want to finish it. Sigh. <br /><br />Paris. Perfect. Paris.</p>', 'date': '2015-12-31', 'userId': 13481}, {'reviewiId': 5197243, 'score': 4.0, 'comment': '<p>Totally agree with some of the classic places to visit (Angelina, Laduree) but unfortunately some of the more obscure recommendations of shops and cafes don’t exist anymore. This book needs an updated version!</p>', 'date': '2023-02-24', 'userId': 23047}, {'reviewiId': 5183615, 'score': 4.0, 'comment': '<p>“A bit of history before we go on. Montmartre, which means “mountain of the martyr,” was given its name because of the martyrdom of Saint Denis, the bishop of Paris and now the patron saint of France, who was unfortunately decapitated on the hill by the nasty Romans. (Legend has it that Saint Denis simply picked up his head, washed it off and carried it 5 miles to the north to what is now the town of Saint-Denis before he finally dropped down dead.)”<br /><br />Thank you for teaching me about the architect Haussmann.<br /></p>', 'date': '2021-08-10', 'userId': 22985}]",539
1141804,"Asimov's Science Fiction, May/June 2018",2018,,English,[],
1693447,Feral Revolution,2013,,English,[],
1092794,The Annihilators,1983,,English,[],
254000,The common law,,"Oliver Wendell Holmes, Jr. is generally considered one of the greatest justices of the United States Supreme Court. In more than 2,000 opinions, Holmes delineated an impressive legal philosophy that profoundly influenced American jurisprudence, particularly in the area of civil liberties and judicial restraint. In The Common Law, the ideas and judicial theory of Holmes can be studied and appreciated.",English,[],
834723,Porn Star,,,English,"[{'reviewiId': 1537569, 'score': 3.0, 'comment': None, 'date': '2021-04-08', 'userId': 6501}]",
1538255,Soft City,1974,"Jonathan Raban's Soft City is a compelling exploration of urban life: a classic in the literature of the city. First published in the 1970s, it is now more relevant to today’s overcrowded planet than ever. With an introduction by Iain Sinclair. In the city we can live deliberately: inventing and renewing ourselves, carving out journeys, creating private spaces. But in the city we are also afraid of being alone, clinging to the structures of daily life to ward off the chaos around us. How is it that the noisy, jostling, overwhelming metropolis leaves us at once so energized and so fragile? In Soft City, Jonathan Raban, one of our most acclaimed novelists and travel writers seeks to find out. 'A psychological handbook for urban survival' – Sunday Telegraph",English,[],1023
1434323,Mysteries of Christmas Past,2021,,English,"[{'reviewiId': 3832502, 'score': 5.0, 'comment': '<p>I received an ARC of this book in exchange for my honest opinion, and I’m very happy I did! It’s a very fun collection of historical cozies. Even though I haven’t read many historical lately, I was immediately sucked into these tales! Perfect for putting you in the holiday spirit. I definitely recommend this to lovers of cozy mystery and historical fiction alike!</p>', 'date': '2021-10-22', 'userId': 15655}]",
1494231,Sunrise in Florence,2019,""". . . a tonic for any reader who loves Italy, fine art and adventure."" --Adriana Trigiani, Author of Tony's Wife We all have dreams and sometimes they lead to the most amazing discoveries... Rose Maning longs to wake up every morning in Florence, Italy, to a view of the Duomo and terra cotta rooftops dancing in the sunrise. So she flies across the pond with her best friend Zoey for a fun-filled house hunt. For the first time in her people-pleasing life, schoolteacher Rose uses her savings to do exactly what she wants to do: buy an apartment and pursue painting. Rose is passionate about the life and works of the great sculptor, Michelangelo or ""Il Divino,"" (The Divine One). She experiences her own personal renaissance abroad as she embraces everything Italian. She meets Lyon, who is sophisticated and adventurous, challenging her to see herself in a new light. A mysterious discovery changes Rose's destiny by revealing the character of the men in her life. Does Rose find something that will alter art history as we know it today?",English,[],5040
1464531,That Woman,2020,"'Enthralling... you may be reminded of Villanelle by Lily, the possibly psychopathic antiheroine' THE SUNDAY TIMES 'A dark, addictive page-turner' ALICE FEENEY 'Supremely twisted and completely riveting' KATIE LOWE 'A breathtaking debut' SAMANTHA DOWNING",English,[],10909
1655741,Playbook for Progressives: 16 Qualities of the Successful Organizer,2011,"An organizing manifesto for the twenty-first century, Playbook for Progressives is a must-have for the activist’s tool kit. This comprehensive guide articulates pragmatically what is required in the often mystifying and rarely explained on-the-ground practice of organizing. Here, Eric Mann distills lessons he learned from over forty years as an organizer, as well as from other organizers within the civil rights, labor, LGBT, economic justice, and environmental movements.",English,[],1853
1520086,Roulette,,,English,"[{'reviewiId': 4401262, 'score': 3.0, 'comment': '<p><br /><br /> <br /><br />I like this cover. Good representation of the story. Good use of graphics. Great composition. <br /><br />Oh man I do not even know where to start with this book. The first 85% of this one was good. It was pretty well written. The pace was fine. The heroine was a bit hard to warm up to. She was a judgy bitch for the first 40%, but she did get better after that. I liked Dominic even if his speech was a little on the flowery side at times. The mystery aspect was interesting as well.<br /><br /><br /><br /><b>BUT</b> and it is a massive but, at 70% I started to get an inkling where this one was going, and I said a little prayer to the romance gods that I was wrong. Unfortunately, at 85% my fears were realized, and the wheels fell WAY off the damn bus. What followed was a gag worthy trope that I LOATHE with a passion and more OTT soap opera like drama to fill 25 seasons. Obviously, I can’t expound of what that twist was without giving away a HUGE spoiler, but suffice it to say it was on the extreme end.<br /><br />Which leaves me in a quandary. If I enjoyed most of the book but the last 15% destroyed all that enjoyment what is a fair rating? I am going to set it at 3-Stars for now and give myself more time to ponder on it.<br /><br /><br /><br /></p>', 'date': '2017-07-24', 'userId': 19164}]",
1423315,Shakespeare per scoiattoli,2020,,English,[],45156
1228296,The Perfect Victim,,,English,[],
1574561,O Fantástico na Ilha de Santa Catarina,2000,,English,"[{'reviewiId': 4833434, 'score': 3.0, 'comment': None, 'date': '2020-04-09', 'userId': 21412}]",189407
1547762,The South Beach Heart Health Revolution,2007,,English,[],
1286469,Protecting The Heart: Untamed / Her Mother's Keeper,1983,,English,[],
1434329,Hand of the Impostor,1965,,English,"[{'reviewiId': 3832499, 'score': 3.0, 'comment': '<p>I picked this up for light afternoon reading as an atmospheric period piece, and it is . . . kind of that. xD The story’s beginning is extremely long, and the middle and end are very short. There was lots of people telling the main character long stories, and I admittedly lost some interest in keeping track of the names. Plus, the whole relationship between the main character and the man running the orphanage was . . . <em>so</em> unnecessary. It’s very much a book of its era!</p>', 'date': '2022-06-25', 'userId': 15655}]",6015
1434343,A Cauldron of Deceptions,,,English,[],69225
613687,Gesang der Fledermäuse,2009,,English,"[{'reviewiId': 4049933, 'score': 4.0, 'comment': None, 'date': '2021-07-16', 'userId': 16855}, {'reviewiId': 4582924, 'score': 5.0, 'comment': None, 'date': '2022-02-18', 'userId': 19990}, {'reviewiId': 4582924, 'score': 5.0, 'comment': None, 'date': '2022-02-18', 'userId': 19990}]",
231297,Important figures,,"""An examination of some of the most prominent people in the ongoing war against Islamic extremists, spotlighting such figures as George W. Bush, Osama bin Laden, and Saddam Hussein""--Provided by publisher.",English,[],
1703142,The Mammoth Book of Unexplained Phenomena: From bizarre biology to inexplicable astronomy,2013,,English,[],2689
1434319,Timeless 2: A Fantasy Writers Anthology,,,English,[],
1684883,The Kirilli Matter: The First Book of the Qavnerian Protectorate,2023,,English,[],60094
328435,The True Stevenson: A Study in Clarification,1972,"Debunking biography of Robert Louis Stevenson, allegedly revealing his early love affairs",English,[],
1141853,Body of Secrets,2001,,English,"[{'reviewiId': 1706695, 'score': 4.0, 'comment': None, 'date': '2013-01-05', 'userId': 7179}]",
1434332,Who Shot the Serif?,2019,,English,"[{'reviewiId': 3832507, 'score': 4.0, 'comment': None, 'date': '2022-04-30', 'userId': 15655}]",
1703121,"Crimes, Detection and Death of Jack the Ripper",1987,,English,[],
1624865,Harvest: Unexpected Projects Using 47 Extraordinary Garden Plants,2017,"A beautifully photographed, gift-worthy guide to growing, harvesting, and utilizing 47 unexpected garden plants to make organic pantry staples, fragrances, floral arrangements, beverages, cocktails, beauty products, bridal gifts, and more. Every garden--not just vegetable plots--can produce a bountiful harvest! This practical, inspirational, and seasonal guide will help make any garden more productive and enjoyable with a variety of projects using unexpected and often common garden plants, some of which may already be growing in your backyard. Discover the surprising usefulness of petals and leaves, roots, seeds, and fruit: turn tumeric root into a natural dye and calamintha into lip balm. Make anise hyssop into a refreshing iced tea and turn apricots into a facial mask. Crabapple branches can be used to create stunning floral arrangements, oregano flowers to infuse vinegar, and edible chrysanthemum to liven up a salad. With the remarkable, multi-purpose plants in Harvest, there is always something for gardeners to harvest from one growing season to the next.",English,[],283
451922,"Winter, White and Wicked",,,English,"[{'reviewiId': 549167, 'score': 3.0, 'comment': None, 'date': '2021-09-23', 'userId': 2453}, {'reviewiId': 2037705, 'score': 3.0, 'comment': '<p>It read like classic 2012 - 2015 ya fantasy but with better writing. Half mad max and frozen meets ice road truckers. There are brown ppl than Lilly white YA fantasy. The brown ppl are made of stone and rock. I like how  Dittemore created the fantasy origin myth. . This book is about colonization. How the native people helped a marooned foreign royal but she betrayed them and caused a forever winter. It’s about the exploited coal miners and native population starting a rebellion against The Majority.  Our protag is an orphan who influences and mentally talks to winter. She’s not human but has pale skin. Imagine Elsa. She’s a bad bitch driving a magically enhanced ice road truck. She’s a loner type but gradually cares for the ragtag group she unwillingly goes in a bargain with. <br /><br />I docked stars because I found that some parts of the worldbuilding did not mesh with other parts. I’m also tired of straight couples and I’m very picky.  It’s a 3 star and still recommend it</p>', 'date': '2019-11-10', 'userId': 8899}, {'reviewiId': 2394232, 'score': None, 'comment': '<p>DNF<br /><br />Which is sad, because this cover is spectacular. But I wasn’t enjoying the story, and I didn’t like the main character (or any of the other characters). So I’m sending this back to the library.</p>', 'date': '2020-12-04', 'userId': 10038}, {'reviewiId': 2359332, 'score': 3.0, 'comment': None, 'date': '2022-11-01', 'userId': 9595}]",
1141860,The Other Sinbad,1991,,English,[],
1141862,Wrath of the Spider Queen,,,English,"[{'reviewiId': 1706705, 'score': 4.0, 'comment': None, 'date': '2023-09-16', 'userId': 7179}]",
1434326,An Aquarium of Deceit,,,English,[],69225
1494235,Four Hundred and Forty Steps to the Sea,2018,,English,[],638
1655742,An American Bride in Kabul,2013,"A crusader for women's and human rights shares her experiences in 1961 as the wife of an Afghan college student, who, once back in Afghanistan, reverted to traditional and tribal customs, trapping her in a posh polygamous family.",English,[],525
1494228,Relative Strangers,2023,"From the acclaimed author of A Good Family comes a timely spin on Sense and Sensibility, a twenty-first-century family drama featuring two half-Korean sisters, their ex-hippie mother, multiple messy love affairs and one explosive secret that could ruin everything. Amelia Bae-Wood's life is falling apart. Unemployed, newly single and completely broke--for reasons she hasn't told anyone yet--she finds herself hitchhiking across California to deal with the fallout of her mother's eviction from the family estate. Amelia needs somewhere to live and time to figure out what to do with the rest of her life, so moving with her mother and sister to Arcadia, the cancer retreat center where her sister volunteers, seems like as good an idea as any. Amelia's sister, Eleanor, has too much on her plate, including being caught up in a court battle with a man who claims to be their half brother from Seoul and their late father's only son--a secret love child from his Korean youth--who's fighting for a piece of everything that belongs to the Bae-Wood women. And when Amelia adds herself to Eleanor's list of problems, Eleanor must figure out what to hold on to--and when to let go--before things starts to unravel. A witty, wry and enormously entertaining retelling, the sisters' journey of self-discovery as they reshape their lives gives this classic tale a modern, feminist twist, as it touches on themes of blended families, race, class and wealth.",English,[],9817
1141873,Peace-keepers,1988,,English,[],
1538140,The Letters of Seamus Heaney,2024,"The letters provide us with an intimate, multilayered understanding of this extraordinary poet’s life and mind. Every now and again I need to get down here, to get into the Diogenes tub, as it were, or the Colmcille beehive hut, or the Mossbawn scullery. At any rate, a hedge surrounds me, the blackbird calls, the soul settles for an hour or two. In this astute selection from Seamus Heaney’s vast correspondence, we are given direct access to the life and poetic development of a literary titan, from his early days in Belfast, through his controversial decision to settle in the Republic, to the gradual broadening of horizons that culminated in the award of the Nobel Prize in Literature and the years of international eminence that kept him heroically busy until his death. Christopher Reid draws from both public and private archives to reveal this remarkable story in the poet’s own words. Generous, funny, exuberant, confiding, irreverent, empathetic, and deeply thoughtful, The Letters of Seamus Heaney encompasses decades-long relationships with friends and colleagues, as well as an unstinted responsiveness to passing acquaintances. Heaney’s mastery of language is as evident here as it is in any of his writings; listening to his voice we find ourselves in the same room as a man whose presence enriched the world and whose legacy deepens our sense of what truly matters.",English,[],133
1574562,Como tudo começou,2007,,English,"[{'reviewiId': 4833435, 'score': 1.0, 'comment': None, 'date': '2020-04-09', 'userId': 21412}]",189408
1631657,Not Mine to Take,2025,,English,"[{'reviewiId': 5255860, 'score': 5.0, 'comment': None, 'date': '2024-12-13', 'userId': 110}]",
1434325,Murder in Champagne Shores: A Cozy Mystery,,,English,"[{'reviewiId': 3832494, 'score': 4.0, 'comment': '<p>A fun, colorful read! My favorite part was definitely Darwin, and the siblings’ relationship in general. The mystery had some good twists as well. Good beach book!</p>', 'date': '2022-07-23', 'userId': 15655}]",
1633199,A Good Day for a Massacre,2020,"Johnstone Country. Where it’s never quiet on the Western front. Life on the straight and narrow is easier said than done for a pair of crooks like Jimmy “Slash” Braddock and Melvin “Pecos Kid” Baker. But these reprobates are doing their damnedest to make an honest go of it. They’ve managed to safely deliver a church organ to a mountain parish when their sometime employer—Chief U.S. Marshal Luther T. “Bleed-’m-So” Bledsoe—recruits them for a job only fools would take. Marshal Bledsoe wants them to pick up a shipment of gold in the mining town in the Sawatch Mountains. Here’s the catch: Slash and Pecos’s wagon is just a decoy. When a ruthless gang ambushes the real gold shipment, it’s up to Slash and Pecos to go after the trigger-happy bandits. And they won’t be alone. A lady Pinkerton, Hattie Friendly—who is anything but—survived the ambush and is hellbent on getting the gold back. Even if she has to team up with a pair of ornery old cutthroats like Slash and Pecos. . . . The Cutthroats are back. The bad guys are history. Live Free. Read Hard.",English,[],4856
1434309,The Tell-Fang Heart,,,English,"[{'reviewiId': 3832487, 'score': 5.0, 'comment': '<p>An excellent sequel, even better than the first! We get to find out more about the over-arching mystery of Josie’s grandfather, and see her relationships deepen. Plus, I love all the talk of Valentine’s treats and pet love! &lt;3<br /><br />The mystery itself took on a very puzzle-y, almost noir feel at times. It was very intriguing, and Josie’s quick deductions kept it moving along. It was very satisfying to unravel the pattern with her and her friends, and of course the conclusion was full of suspense!<br /><br />Overall, I had a great time diving into this book, and I’m more curious than ever about what the next one has in store. If you like paranormal cozies, vampires, quick banter, and twisty mysteries, definitely check out this series!</p>', 'date': '2023-02-05', 'userId': 15655}]",
1574569,Economia do desejo: A farsa da tese neoliberal,2020,"Por que o neoliberalismo não nos levará a uma sociedade mais justa Depois dos bestsellers Desigualdade e O que os donos do poder não querem que você saiba, em Economia do desejo, Eduardo Moreira revela por que é insustentável economicamente a ideia de que o Estado deve se preocupar mais com a economia do que com o atendimento das necessidades básicas dos cidadãos. Para isso, ele conceitua o que é a economia do desejo: aquela que trabalha com a falta incessante, que inclusive é responsável pelo alto consumo de supérfluos por determinada parcela da sociedade, enquanto outra parcela ainda está em situação de pobreza ou na linha abaixo da pobreza. Segundo o autor, para que o Brasil se torne um país sem pobreza, é necessário haver um passo em direção à economia da necessidade. Assim, as necessidades básicas de todos serão atendidas e a economia se tornará mais forte. Texto de orelha de Frei Betto e prefácio de Luiz Gonzaga Belluzzo.",English,"[{'reviewiId': 4833444, 'score': 5.0, 'comment': None, 'date': '2021-06-13', 'userId': 21412}]",23003
1574625,Seeking Scandal,2014,,English,[],81494
1693415,"Tibetan Buddhism: A Guide to Contemplation, Meditation, and Transforming Your Mind",2024,,English,[],4253
