userId,books
1,"[{'bookid': 233, 'title': 'King Leopolds Ghost', 'publicationyear': 1998, 'description': 'With an introduction by Barbara KingsolverA compelling account of the Congo Massacre a holocaust which resulted in the deaths of millions of peopleIn Hochschilds groundbreaking book he explores the devastation and exploitation of the Congo Free State by King Leopold II of Belgium a study replete with cruel leaders corruption and a few genuine heroes King Leopolds Ghost was awarded the Duff Cooper Prize in 1999', 'language': 'English', 'genres': ['Classics', 'History', 'War', 'General', 'Politics', 'Antislavery movements', 'Congo (Democratic Republic)']}, {'bookid': 236, 'title': 'A Storm of Swords', 'publicationyear': 2000, 'description': 'The Seven Kingdoms are torn by strife as the three surviving contenders for the throne continue their struggle for power Robb Stark defends his fledgling kingdom from the ravaging Greyjoys Winterfell lies in ruins Jon Snow confronts an escalating threat from behind the Wall and Danerys Stormborn and her dragon allies continue to grow in power Here is the third volume in George R Martins magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings As a whole this series comprises a genuine masterpiece of modern fantasy bringing together the best the genre has to offer Magic mystery intrigue romance and adventure fill these pages and transport us to a world unlike any we have ever experienced Already hailed as a classic George R Martins stunning series is destined to stand as one of the great achievements of imaginative fiction A Storm of Swords Of the five contenders for power one is dead another in disfavor and still the wars rage as violently as ever as alliances are made and broken Joffrey of House Lannister sits on the Iron Throne the uneasy ruler of the land of the Seven Kingdoms His most bitter rival Lord Stannis stands defeated and disgraced the victim of the jealous sorceress who holds him in her evil thrall But young Robb of House Stark still rules the North from the fortress of Riverrun Robb plots against his despised Lannister enemies even as they hold his sister hostage at Kings Landing the seat of the Iron Throne Meanwhile making her way across a blooddrenched continent is the exiled queen Daenerys mistress of the only three dragons still left in the world But as opposing forces maneuver for the final titanic showdown an army of barbaric wildlings arrives from the outermost line of civilization In their vanguard is a horde of mythical Othersa supernatural army of the living dead whose animated corpses are unstoppable As the future of the land hangs in the balance no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Science fiction', 'War', 'General', 'Magic', 'Spanish', 'English fiction']}, {'bookid': 308, 'title': 'Watchmen', 'publicationyear': 1987, 'description': 'Considered the greatest graphic novel in the history of the medium the Hugo Awardwinning story chronicles the fall from grace of a group of superheroes plagued by alltoohuman failings Along the way the concept of the superhero is dissected as an unknown assassin stalks the erstwhile heroes', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Adventure', 'Classics', 'Science fiction', 'Comics', 'Dystopian', 'Comics & Graphic Novels', 'Graphic novels', ' etc']}]"
2,"[{'bookid': 288, 'title': 'The Diviners', 'publicationyear': 2012, 'description': 'SOMETHING DARK AND EVIL HAS AWAKENEDEvie ONeill has been exiled from her boring old hometown and shipped off to the bustling streets of New York Cityand she is positutely ecstatic Its 1926 and New York is filled with speakeasies Ziegfeld girls and rakish pickpockets The only catch is that she has to live with her uncle Will and his unhealthy obsession with the occult Evie worries her uncle will discover her darkest secret a supernatural power that has only brought her trouble so far But when the police find a murdered girl branded with a cryptic symbol and Will is called to the scene Evie realizes her gift could help catch a serial killer As Evie jumps headlong into a dance with a murderer other stories unfold in the city that never sleeps A young man named Memphis is caught between two worlds A chorus girl named Theta is running from her past A student named Jericho is hiding a shocking secret And unknown to all something dark and evil has awakened', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'History', 'LGBTQ', 'Mystery', 'Juvenile Fiction', 'Young Adult Fiction', 'Murder']}, {'bookid': 308, 'title': 'Watchmen', 'publicationyear': 1987, 'description': 'Considered the greatest graphic novel in the history of the medium the Hugo Awardwinning story chronicles the fall from grace of a group of superheroes plagued by alltoohuman failings Along the way the concept of the superhero is dissected as an unknown assassin stalks the erstwhile heroes', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Adventure', 'Classics', 'Science fiction', 'Comics', 'Dystopian', 'Comics & Graphic Novels', 'Graphic novels', ' etc']}, {'bookid': 383, 'title': 'Super Sad True Love Story', 'publicationyear': 2001, 'description': 'From the New York Times review1 written by Michiko Kakutani June 2010Gary Shteyngarts wonderful new novel Super Sad True Love Story is a supersad superfunny superaffecting performance  a book that not only showcases the ebullient satiric gifts he demonstrated in his entertaining 2002 debut The Russian Debutantes Handbook but that also uncovers his abilities to write deeply and movingly about love and loss and mortality Its a novel that gives us a cutting comic portrait of a futuristic America nearly ungovernable and perched on the abyss of fiscal collapse and at the same time it is a novel that chronicles a sweetly real love affair as it blossoms from its awkward improbable beginnings  1 httpswwwnytimescom20100727books27bookhtml', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Science fiction', 'Romance', 'Dystopian', 'Books and reading', 'Adult children of immigrants']}, {'bookid': 793, 'title': 'These Truths A History of the United States', 'publicationyear': 2018, 'description': 'In the most ambitious onevolume American history in decades awardwinning historian  Jill Lepore offers a magisterial account of the origins and rise of a divided nation an urgently needed reckoning with the beauty and tragedy of American history Written in elegiac prose Lepores groundbreaking investigation places truth itselfa devotion to facts proof and evidenceat the center of the nations history The American experiment rests on three ideasthese truths  Jefferson called thempolitical equality natural rights and the sovereignty of the people And it rests too on a fearless dedication to inquiry Lepore argues because selfgovernment depends on it But has the nation and democracy itself delivered on that promise This book tells this uniquely American story beginning in 1492 asking whether the course of events over more than five centuries has proven the nations truths or belied them To answer that question Lepore traces the intertwined histories of American politics law journalism and technology from the colonial town meeting to the nineteenthcentury party machine from talk radio to twentyfirstcentury Internet polls from Magna Carta to the Patriot Act from the printing press to Facebook News Along the way Lepores sovereign chronicle is filled with arresting sketches of both wellknown and lesserknown Americans from a parade of presidents and a rogues gallery of political mischief makers to the intrepid leaders of protest movements including Frederick Douglass the famed abolitionist orator William Jennings Bryan the threetime presidential candidate and ultimately tragic populist Pauli Murray the visionary civil rights strategist and Phyllis Schlafly the uncredited architect of modern conservatism Americans are descended from slaves and slave owners from conquerors and the conquered from immigrants and from people who have fought to end immigration A nation born in contradiction will fight forever over the meaning of its history  Lepore writes but engaging in that struggle by studying the past is part of the work of citizenship The past is an inheritance a gift and a burden  this book observes It cant be shirked Theres nothing for it but to get to know itJacket', 'language': 'English', 'genres': ['History', 'Politics', 'American History']}]"
3,"[{'bookid': 7242, 'title': 'My Name Is Memory', 'publicationyear': 2010, 'description': 'Daniel has spent centuries falling in love with the same girl Life after life crossing continents and dynasties he and Sophia despite her changing name and form have been drawn togetherand he remembers it all Daniel has the memory the ability to recall past lives and recognize souls of those hes previously known It is a gift and a curse For all the times that he and Sophia have been drawn together throughout history they have also been torn painfully fatally apart A love always too shortInterwoven through Sophia and Daniels unfolding present day relationship are glimpses of their expansive history together From 552 Asia Minor to 1918 England and 1972 Virginia the two souls share a long and sometimes torturous path of seeking each other time and time again But just when young Sophia now Lucy in the present finally begins to awaken to the secret of their shared past to understand the true reason for the strength of their attraction the mysterious force that has always torn them apart reappears Ultimately they must come to understand what stands in the way of their love if they are ever to spend a lifetime together', 'language': 'English', 'genres': ['Fantasy', 'Young Adult', 'Adventure', 'Fiction', 'Science fiction']}, {'bookid': 24650, 'title': 'Paradise Kiss', 'publicationyear': 2000, 'description': 'Appearances can be deceiving Yukaris goal in life is to get into a top college But is that all there is to life When Yukari runs into the avantgarde kids of fledging clothing label Paradise Kiss her studious little world gets an extreme makeover They want her to be thier runway idol and she wants to add some colour to her drab life But can Yukari be a student model while being a model student P 4 of cover', 'language': 'English', 'genres': ['Young Adult', 'LGBTQ', 'Comics']}, {'bookid': 32587, 'title': 'Less', 'publicationyear': 2017, 'description': 'Receiving an invitation to his exboyfriends wedding Arthur a failed novelist on the eve of his fiftieth birthday embarks on an international journey that finds him falling in love risking his life reinventing himself and making connections with the past', 'language': 'English', 'genres': ['Fiction', 'LGBTQ', 'General', 'Juvenile Nonfiction', 'Humor', 'Novelists']}, {'bookid': 40834, 'title': 'India A Wounded Civilization', 'publicationyear': 1976, 'description': 'Naipaul of Indian heritage was born and raised in Trinidad but he recognized that it was his ancestral culture that governed who he was and how he thought In this passionate portrait of a culture a society and a country he returns to India a nation in turmoil', 'language': 'English', 'genres': ['Fiction', 'Travel']}]"
4,"[{'bookid': 13504, 'title': 'Odd  True', 'publicationyear': 2019, 'description': 'Trudchen grew up hearing Odettes stories of their monsterslaying mother and a magicians curse But now that Trus older shes starting to wonder if her older sisters tales were just comforting lies especially because theres nothing fantastic about her own lifepermanently disabled and in constant pain from childhood polioIn 1909 after a twoyear absence Od reappears with a suitcase supposedly full of weapons and a promise to rescue Tru from the monsters on their way to attack her But its Od who seems haunted by something And when the sisters search for their mother leads them to a faceoff with the Leeds Devil a nightmarish beast thats wreaking havoc in the MidAtlantic states Tru discovers the peculiar possibility that she and her sisterdespite their dark pasts and ordinary appearancesmight indeed have magic after all', 'language': 'English', 'genres': ['Fantasy', 'Young Adult', 'Adventure']}, {'bookid': 18015, 'title': 'Stone of Tears', 'publicationyear': 1995, 'description': 'Richard Rahl and Kahlan Amnell the Mother Confessor fight the Imperial Order and the various allies that the Emperor Jagang has coerced to follow him   The Stone of Tears a magical device used to seal the Keeper in the underworld has somehow been brought into the world of the living making it possible for all Hell to break loose including the Keeper himself if the veil between worlds is torn enough for him to get through   The barrier between the Old World and the New World is breached and the existence of magic is threatened by the Blood of the Fold soldiers who will stop at nothing to destroy anything and anyone who has magic', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Science fiction', 'Magic', 'Fantasy fiction']}, {'bookid': 32587, 'title': 'Less', 'publicationyear': 2017, 'description': 'Receiving an invitation to his exboyfriends wedding Arthur a failed novelist on the eve of his fiftieth birthday embarks on an international journey that finds him falling in love risking his life reinventing himself and making connections with the past', 'language': 'English', 'genres': ['Fiction', 'LGBTQ', 'General', 'Juvenile Nonfiction', 'Humor', 'Novelists']}, {'bookid': 36087, 'title': 'The Road', 'publicationyear': 1974, 'description': 'A father and his son walk alone through burned America Nothing moves in the ravaged landscape save the ash on the wind It is cold enough to crack stones and when the snow falls it is gray The sky is dark Their destination is the coast although they dont know what if anything awaits them there They have nothing just a pistol to defend themselves against the lawless bands that stalk the road the clothes they are wearing a cart of scavenged foodand each other', 'language': 'English', 'genres': ['Fiction', 'Adventure', 'Fantasy', 'Classics', 'Science fiction', 'Dystopian', 'Travel', 'Post Apocalyptic', 'Fathers and sons', 'Apocalypse']}]"
5,"[{'bookid': 13091, 'title': 'The Eternal Ones', 'publicationyear': 2010, 'description': 'Haven Moore has always lived in the town of Snope City Tennessee with her heartbroken mother and tyrannical grandmother But for as long as she can remember Haven has experienced visions of a past life as a girl named Constance whose love for a boy called Ethan ended in fiery tragedy One day the sight of notorious playboy Iain Morrow on television brings Haven to her knees Haven flees to New York City to find Iain and there she is swept up in an epic love affair that feels both deeply fated and terribly dangerous Is Iain her beloved Ethan Or is he her murderer from a past life Haven asks the members of the powerful and mysterious Ouroboros Society to help her unlock the mysteries of reincarnation and discover the secrets hidden in her past lives and loves before all is lost and the cycle begins again But what is the Ouroboros Society And how can Haven know whom to trust', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Romance', 'Juvenile Fiction', 'Young Adult Fiction']}, {'bookid': 138485, 'title': 'Black Butler Vol 1', 'publicationyear': 2007, 'description': 'Just a stones throw from London lies the manor house of the illustrious Phantomhive earldom and its master one Ciel Phantomhive Earl Phantomhive is a giant in the world of commerce Queen Victorias faithful servant and a slip of a twelveyearold boy Fortunately his loyal butler Sebastian is ever at his side ready to carry out the young masters wishes And whether Sebastian is called to save a dinner party gone awry or probe the dark secrets of Londons underbelly there apparently is nothing Sebastian cannot do In fact one might even say Sebastian is too good to be true or at least too good to be human', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Comics', 'Comics & Graphic Novels', 'Manga', 'Graphic novels']}, {'bookid': 427945, 'title': 'Dawnshard', 'publicationyear': 2020, 'description': 'From Brandon Sandersonauthor of the 1 New York Times bestselling Stormlight Archive and its fourth massive installment Rhythm of Warcomes a new hefty novella Dawnshard  Taking place between Oathbringer and Rhythm of War this newest story like Edgedancer before it takes a deeper look at several characters in the saga and brings them to the forefrontWhen a ghost ship is discovered its crew presumed dead after trying to reach the stormshrouded island Akinah Navani Kholin must send an expedition to make sure the island hasnt fallen into enemy hands Knights Radiant who fly too near find their Stormlight suddenlydrained so the voyage must be by seaShipowner Rysn Ftori lost the use of her legs but gained the companionship of ChiriChiri a Stormlightingesting winged larkin a species once thought extinct Now Rysns pet is ill and any hope for ChiriChiris recovery can be found only at the ancestral home of the larkin Akinah With the help of Lopen the formerly onearmed Windrunner Rysn must accept Navanis quest and sail into the perilous storm from which no one has returned alive If the crew cannot uncover the secrets of the hidden island city before the wrath of its ancient guardians falls upon them the fate of Roshar and the entire Cosmere hangs in the balance', 'language': 'English', 'genres': ['Fantasy', 'Fiction', 'Adventure', 'Science fiction']}, {'bookid': 428324, 'title': 'Notes on a Nervous Planet', 'publicationyear': 2018, 'description': 'From the 1 New York Times bestselling author of The Midnight Library The world is messing with our minds What if there was something we could do about it Looking at sleep news social media addiction work and play Matt Haig invites us to feel calmer happier and to question the habits of the digital age This book might even change the way you spend your precious time on earth', 'language': 'English', 'genres': ['Nonfiction', 'Biography & Autobiography', 'Philosophy', 'Psychology', 'Self-Help', 'Anxiety disorders']}]"
6,"[{'bookid': 6705, 'title': 'Shgun', 'publicationyear': 1975, 'description': 'Starting with his shipwreck on alien shores the novel charts Blackthornes rise from the status of reviled foreigner up to the heights of trusted advisor and eventually Samurai All as civil war looms over the fragile country', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Adventure', 'Classics', 'History', 'War', 'Historical Fiction', 'Adventure stories', 'American fiction', 'British']}, {'bookid': 16932, 'title': '1491 New Revelations of the Americas Before Columbus', 'publicationyear': 2005, 'description': 'A groundbreaking study that radically alters our understanding of the Americas before the arrival of the Europeans in 1492Traditionally Americans learned in school that the ancestors of the people who inhabited the Western Hemisphere at the time of Columbuss landing had crossed the Bering Strait twelve thousand years ago existed mainly in small nomadic bands and lived so lightly on the land that the Americas was for all practical purposes still a vast wilderness But as Charles C Mann now makes clear archaeologists and anthropologists have spent the last thirty years proving these and many other longheld assumptions wrongIn a book that startles and persuades Mann reveals how a new generation of researchers equipped with novel scientific techniques came to previously unheardof conclusions Among them In 1491 there were probably more people living in the Americas than in Europe Certain citiessuch as Tenochtitlan the Aztec capitalwere far greater in population than any contemporary European city Furthermore Tenochtitlan unlike any capital in Europe at that time had running water beautiful botanical gardens and immaculately clean streets The earliest cities in the Western Hemisphere were thriving before the Egyptians built the great pyramids PreColumbian Indians in Mexico developed corn by a breeding process so sophisticated that the journal Science recently described it as mans first and perhaps the greatest feat of genetic engineering Amazonian Indians learned how to farm the rain forest without destroying ita process scientists are studying today in the hope of regaining this lost knowledge Native Americans transformed their land so completely that Europeans arrived in a hemisphere already  massively landscaped by human beingsMann sheds clarifying light on the methods used to arrive at these new visions of the preColumbian Americas and how they have affected our understanding of our history and our thinking about the environment His book is an exciting and learned account of scientific inquiry and revelationFrom the Hardcover edition', 'language': 'English', 'genres': ['History', 'Nonfiction', 'General', 'America']}, {'bookid': 18003, 'title': 'Traction How Any Startup Can Achieve Explosive Customer Growth', 'publicationyear': 2014, 'description': 'Most startups dont fail because they cant build a product Most startups fail because they cant get traction', 'language': 'English', 'genres': ['Business']}, {'bookid': 19067, 'title': 'Wheel of the Infinite', 'publicationyear': 2000, 'description': 'Maskelle is the voice of the adversary but the adversary appears to have abandoned her many years ago after sending her a false vision  Now she has been asked to return to the capital in order to repair the 100 year rite that has been damaged  The consequences to her world and the adversary if she fails will be earth shattering hah', 'language': 'English', 'genres': ['Adventure', 'Dystopian', 'Fantasy', 'Science fiction']}]"
7,"[{'bookid': 415, 'title': 'The Satanic Verses', 'publicationyear': 1988, 'description': 'By the author of Midnights children Two men miraculously survive an explosion in a hijacked jumbo jet only to discover they have been chosen as protagonists in the eternal battle between God and the Devil', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Classics', 'General', 'Literature', 'Travel', 'Family', 'Domestic fiction', 'Magical Realism', 'Didactic fiction']}, {'bookid': 657, 'title': 'American Gods', 'publicationyear': 2001, 'description': 'Released from prison Shadow finds his world turned upside down His wife has been killed a stranger offers him a job and Shadow with nothing to lose accepts But a storm is coming Beneath the placid surface of everyday life a war is being fought  and the prize is the very soul of AmericaAn inspired combination of mythology adventure and illusion American Gods is a dark and kaleidoscopic journey deep into myth and across an America at once eerily familiar and utterly alien It is quite simply a contemporary masterpiece', 'language': 'English', 'genres': ['Fantasy', 'Adventure', 'Fiction', 'Young Adult', 'Classics', 'Science fiction', 'General', 'Comics & Graphic Novels', 'Literature', 'Spanish']}, {'bookid': 3257, 'title': 'The Buried Giant', 'publicationyear': 2015, 'description': 'The extraordinary novel from the author of Never Let Me Go and the Booker Prizewinning The Remains of the Day The Romans have long since departed and Britain is steadily declining into ruin But at least the wars that once ravaged the country have ceased The Buried Giant begins as a couple Axl and Beatrice set off across a troubled land of mist and rain in the hope of finding a son they have not seen for years They expect to face many hazardssome strange and otherworldlybut they cannot yet foresee how their journey will reveal to them dark and forgotten corners of their love for one another Sometimes savage often intensely moving Kazuo Ishiguros first novel since Never Let Me Go is about lost memories love revenge and war', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Adventure', 'Classics', 'History', 'Literary Fiction', 'Magical Realism', 'Amnesiacs']}, {'bookid': 6109, 'title': 'Tools of Titans The Tactics Routines and Habits of Billionaires Icons and WorldClass Performers', 'publicationyear': 2016, 'description': '1 New York Times Bestseller The latest groundbreaking tome from Tim Ferriss the bestselling author of The 4Hour Workweek From the author For the last two years Ive interviewed nearly two hundred worldclass performers for my podcastThe Tim Ferriss Show The guests range from super celebs Jamie Foxx Arnold Schwarzenegger etc and athletes icons of powerlifting gymnastics surfing etc to legendary Special Operations commanders and blackmarket biochemists For most of my guests its the first time theyve agreed to a twotothreehour interview and the show is on the cusp of passing 100 million downloads This book contains the distilled tools tactics and inside baseball you wont find anywhere else It also includes new tips from past guests and life lessons from new guests you havent met What makes the show different is a relentless focus on actionable details This is reflected in the questions For example What do these people do in the first sixty minutes of each morning What do their workout routines look like and why What books have they gifted most to other people What are the biggest wastes of time for novices in their field What supplements do they take on a daily basis I dont view myself as an interviewer I view myself as an experimenter If I cant test something and replicate results in the messy reality of everyday life Im not interested Everything within these pages has been vetted explored and applied to my own life in some fashion Ive used dozens of the tactics and philosophies in highstakes negotiations highrisk environments or large business dealings The lessons have made me millions of dollars and saved me years of wasted effort and frustration I created this book my ultimate notebook of highleverage tools for myself Its changed my life and I hope the same for you', 'language': 'English', 'genres': ['Philosophy', 'Business & Economics', 'Education', 'Self-Help', 'Change (Psychology)']}]"
10,"[{'bookid': 8999, 'title': 'One of Us Is Lying', 'publicationyear': 2014, 'description': 'Pay close attention and you might solve thisOn Monday afternoon five students at Bayview High walk into detention    Bronwyn the brain is Yalebound and never breaks a rule    Addy the beauty is the pictureperfect homecoming princess    Nate the criminal is already on probation for dealing    Cooper the athlete is the allstar baseball pitcher    And Simon the outcast is the creator of Bayview Highs notorious gossip app Only Simon never makes it out of that classroom Before the end of detention Simons dead And according to investigators his death wasnt an accident On Monday he died But on Tuesday hed planned to post juicy reveals about all four of his highprofile classmates which makes all four of them suspects in his murder Or are they the perfect patsies for a killer whos still on the looseEveryone has secrets right What really matters is how far you would go to protect them', 'language': 'English', 'genres': ['Young Adult', 'Fiction', 'Mystery', 'LGBTQ', 'Young Adult Fiction', 'Murder', 'Application software']}, {'bookid': 10411, 'title': 'A Conjuring of Light', 'publicationyear': 2017, 'description': 'The precarious equilibrium among the four Londons has reached its breaking point Once brimming with the red vivacity of magic darkness casts a shadow over the Maresh Empire leaving a space for another London to rise Kell begins to waver under the pressure of competing loyalties Meanwhile an ancient enemy returns to claim a crown and a fallen hero is desperate to save a decaying world', 'language': 'English', 'genres': ['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'LGBTQ', 'Magic', 'Fantasy fiction']}, {'bookid': 20941, 'title': 'Gideon the Ninth', 'publicationyear': 2019, 'description': 'The Emperor needs necromancersThe Ninth Necromancer needs a swordswomanGideon has a sword some dirty magazines and no more time for undead nonsenseTamsyn Muirs Gideon the Ninth unveils a solar system of swordplay cutthroat politics and lesbian necromancers Her characters leap off the page as skillfully animated as arcane revenants The result is a heartpounding epic science fantasyBrought up by unfriendly ossifying nuns ancient retainers and countless skeletons Gideon is ready to abandon a life of servitude and an afterlife as a reanimated corpse She packs up her sword her shoes and her dirty magazines and prepares to launch her daring escape But her childhood nemesis wont set her free without a serviceHarrowhark Nonagesimus Reverend Daughter of the Ninth House and bone witch extraordinaire has been summoned into action The Emperor has invited the heirs to each of his loyal Houses to a deadly trial of wits and skill If Harrowhark succeeds she will be become an immortal allpowerful servant of the Resurrection but no necromancer can ascend without their cavalier Without Gideons sword Harrow will fail and the Ninth House will dieOf course some things are better left dead', 'language': 'English', 'genres': ['Fantasy', 'Fiction', 'Science fiction', 'Young Adult', 'LGBTQ', 'Adventure', 'Mystery', 'Space', 'Dystopian', 'Horror']}, {'bookid': 35941, 'title': 'Siege and Storm', 'publicationyear': 2013, 'description': 'Darkness never diesHunted across the True Sea haunted by the lives she took on the Fold Alina must try to make a life with Mal in an unfamiliar land She finds starting new is not easy while keeping her identity as the Sun Summoner a secret She cant outrun her past or her destiny for longThe Darkling has emerged from the Shadow Fold with a terrifying new power and a dangerous plan that will test the very boundaries of the natural world With the help of a notorious privateer Alina returns to the country she abandoned determined to fight the forces gathering against Ravka But as her power grows Alina slips deeper into the Darklings game of forbidden magic and farther away from Mal Somehow she will have to choose between her country her power and the love she always thought would guide heror risk losing everything to the oncoming storm', 'language': 'English', 'genres': ['Fiction', 'Fantasy', 'Young Adult', 'Adventure', 'Juvenile Fiction', 'Dystopian', 'Young Adult Fiction', 'Magic', 'Ability']}]"
11,"[{'bookid': 293067, 'title': 'Alls Well That Ends Well', 'publicationyear': 1604, 'description': 'With new editors who have incorporated the most uptodate scholarship this revised Pelican Shakespeare series will be the premiere choice for students professors and general readers well into the twentyfirst centuryEach volume features Authoritative reliable texts High quality introductions and notes New more readable trade trim size An essay on the theatrical world of Shakespeare and essays on Shakespeares life and the selection of texts', 'language': 'English', 'genres': ['Fiction', 'Classics', 'History', 'Nonfiction', 'General', 'Literature', 'Travel', 'Drama', 'English drama']}, {'bookid': 427393, 'title': 'Dune Messiah', 'publicationyear': 1965, 'description': 'Dune Messiah continues the story of Paul Atreides better knownand fearedas the man christened MuadDib As Emperor of the known universe he possesses more power than a single man was ever meant to wield Worshipped as a religious icon by the fanatical Fremen Paul faces the enmity of the political houses he displaced when he assumed the throneand a conspiracy conducted within his own sphere of influence And even as House Atreides begins to crumble around him from the machinations of his enemies the true threat to Paul comes to his lover Chani and the unborn heir to his familys dynasty', 'language': 'English', 'genres': ['Fiction', 'Science fiction', 'Fantasy', 'Adventure', 'Classics', 'Young Adult', 'Dystopian', 'Space', 'Philosophy', 'Dune (Imaginary place)']}, {'bookid': 432609, 'title': 'Squad', 'publicationyear': 2021, 'description': 'When Becca transfers to a high school in an elite San Francisco suburb shes worried shes not going to fit in To her surprise shes immediately adopted by the most popular girls in school At first glance Marley Arianna and Mandy are perfect But at a party under a full moon Becca learns that they also have a big secretBeccas new friends are werewolves Their prey Slimy boys who take advantage of unsuspecting girls Eager to be accepted Becca allows her friends to turn her into a werewolf and finally for the first time in her life she feels like she truly belongsBut things get complicated when Ariannas predatory boyfriend is killed and the cops begin searching for a serial killer As their pack begins to buckle under the pressureand their moral high ground gets muddier and muddierBecca realizes that she might have feelings for one of her new best friends', 'language': 'English', 'genres': ['Fantasy', 'Young Adult', 'Comics', 'LGBTQ', 'Juvenile Fiction', 'Young Adult Fiction']}, {'bookid': 436115, 'title': 'Frederick Douglass Prophet of Freedom', 'publicationyear': 2018, 'description': 'Winner of the Pulitzer Prize in History Extraordinarya great American biography The New Yorker of the most important AfricanAmerican of the nineteenth century Frederick Douglass the escaped slave who became the greatest orator of his day and one of the leading abolitionists and writers of the era As a young man Frederick Douglass 18181895 escaped from slavery in Baltimore Maryland He was fortunate to have been taught to read by his slave owner mistress and he would go on to become one of the major literary figures of his time His very existence gave the lie to slave owners with dignity and great intelligence he bore witness to the brutality of slavery Initially mentored by William Lloyd Garrison Douglass spoke widely using his own story to condemn slavery By the Civil War Douglass had become the most famed and widely travelled orator in the nation In his unique and eloquent voice written and spoken Douglass was a fierce critic of the United States as well as a radical patriot After the war he sometimes argued politically with younger African Americans but he never forsook either the Republican party or the cause of black civil and political rights In this cinematic and deeply engaging The New York Times Book Review biography David Blight has drawn on new information held in a private collection that few other historian have consulted as well as recently discovered issues of Douglasss newspapers Absorbing and even movinga brilliant book that speaks to our own time as well as Douglasss The Wall Street Journal Blights biography tells the fascinating story of Douglasss two marriages and his complex extended family David Blight has written the definitive biography of Frederick Douglassa powerful portrait of one of the most important American voices of the nineteenth century The Boston Globe In addition to the Pulitzer Prize Frederick Douglass won the Bancroft Parkman Los Angeles Times biography Lincoln Plutarch and Christopher awards and was named one of the Best Books of 2018 by The New York Times Book Review The Wall Street Journal The Boston Globe The Chicago Tribune The San Francisco Chronicle and Time', 'language': 'English', 'genres': ['History', 'War', 'Biography', 'Biography & Autobiography']}]"
